cluster.size	125	250	500	1000	2000	4000	6000	8000	10000
1	0.988761662425784	0.988553547501552	0.988546956255736	0.985874056773266	0.978964296540633	0.965799475517445	0.955065641436243	0.945615089629797	0.937648554104529
2	0.00114177595093626	0.0020507206117847	0.00433975731620271	0.00850945676673309	0.0157302793491273	0.0267970787334911	0.0345854212969993	0.0407130401189751	0.045623904703758
3	0.00676910028055066	0.00677309716003791	0.0051473437340675	0.00424043706921896	0.004073349055392	0.00535972912006326	0.00683439753553919	0.00832312382568149	0.00956286645910773
4	0.00132119788608338	0.00125821105264878	0.00114204139900071	0.000888103093457028	0.000868309775934975	0.00134750546967094	0.00201973649978178	0.00272043418886081	0.00328487189087568
5	0.000326221700267502	0.00046570149351286	0.000293667788314469	0.00022866102636135	0.000197296422460965	0.000400073329367419	0.00074651669786887	0.00113139805193139	0.00150359673794919
6	9.78665100802505e-05	0.000106212621327494	0.000114204139900071	4.89987913631464e-05	5.13792766825429e-05	0.000149374637335616	0.000341932257060848	0.000562997502441502	0.000781808743989955
7	6.52443400535003e-05	2.45106049217295e-05	3.67084735393087e-05	1.83745467611799e-05	1.23310264038103e-05	4.38722711055656e-05	0.00015503760723877	0.000315267795273144	0.000481924850063549
8	1.63110850133751e-05	1.6340403281153e-05	4.07871928214541e-06	4.08323261359553e-06	8.22068426920686e-06	3.44710701543729e-05	8.03505407379011e-05	0.000187215580226469	0.000295706625609249
9	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679777e-06	1.02758553365086e-06	1.25349346015902e-05	5.13252352731087e-05	0.000125350691522484	0.000196551467133583
10	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	4.17831153386339e-06	3.25649768629379e-05	7.69934204394568e-05	0.000135431435966764
11	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	2.61144470866462e-06	2.26538969481307e-05	4.99781851975421e-05	0.000106190557746667
12	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679777e-06	1.02758553365086e-06	2.61144470866462e-06	1.27428170333235e-05	3.78213293386805e-05	7.10135613916635e-05
13	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	1.04457788346585e-06	8.49521135554902e-06	3.05272158233636e-05	6.09001749396e-05
14	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	4.24760567777451e-06	1.89106646693403e-05	4.55102390342859e-05
15	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	3.53967139814542e-06	1.53986840878914e-05	3.40777152189097e-05
16	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	2.83173711851634e-06	1.35076176209573e-05	2.68224597206902e-05
17	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	1.76983569907271e-06	1.05359417443467e-05	2.13260540402209e-05
18	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	7.07934279629085e-07	7.56426586773611e-06	1.56097921325329e-05
19	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	1.41586855925817e-06	4.86274234354464e-06	1.49502234508765e-05
20	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	3.53967139814542e-07	3.51198058144891e-06	1.14325238153762e-05
21	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	3.53967139814542e-07	4.0522852862872e-06	6.81554304378195e-06
22	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	3.53967139814542e-07	2.97167587661061e-06	7.69496795265704e-06
23	1.63110850133751e-05	8.17020164057649e-06	4.07871928214541e-06	2.04161630679776e-06	1.02758553365086e-06	5.22288941732923e-07	3.53967139814542e-07	3.51198058144891e-06	6.15597436212563e-06
